trade_id,symbol,direction,entry_date,exit_date,entry_price,exit_price,stop_loss,take_profit,result_r,profit_usd,win,confluence_score,quality_factors
292,USD_CHF,bullish,2024-04-28 21:00:00+00:00,2024-04-30 21:00:00+00:00,0.91056,0.9186791717844944,0.9072068159604937,0.9125719104237039,2.42,871.68,1,15,0
293,NZD_CAD,bearish,2024-04-28 21:00:00+00:00,2024-05-02 21:00:00+00:00,0.8168034,0.8234305249051651,0.8234668069219558,0.8128053558468264,-0.99,-358.04,0,15,0
294,USD_JPY,bullish,2024-04-28 21:00:00+00:00,2024-04-30 21:00:00+00:00,155.82356,153.80980143882385,153.6254210417504,157.14244337494975,-0.92,-329.8,0,15,0
295,ETH_USD,bullish,2024-04-29 00:00:00+00:00,2024-05-01 00:00:00+00:00,3130.164794921875,2916.6559682439747,2916.7309682439745,3258.2250909286154,-1.0,-360.13,0,15,0
296,EUR_AUD,bullish,2024-04-29 21:00:00+00:00,2024-05-01 21:00:00+00:00,1.6457401999999999,1.6324497919121292,1.6331997919121293,1.6532644448527223,-1.06,-381.53,0,14,0
297,EUR_AUD,bullish,2024-04-29 21:00:00+00:00,2024-05-01 21:00:00+00:00,1.64681,1.6324090924898342,1.6331590924898343,1.6550005445060996,-1.05,-379.78,0,14,0
298,EUR_AUD,bearish,2024-04-29 21:00:00+00:00,2024-05-05 21:00:00+00:00,1.64769,1.6224319506659246,1.6654429346990276,1.6370382391805836,1.42,512.19,1,15,0
299,GBP_AUD,bullish,2024-04-29 21:00:00+00:00,2024-05-02 21:00:00+00:00,1.9234634000000002,1.9060171766656668,1.9067671766656669,1.9334811340006002,-1.04,-376.17,0,14,0
300,BTC_USD,bullish,2024-04-30 00:00:00+00:00,2024-05-01 00:00:00+00:00,64481.70703125,62213.33378096989,62220.83378096989,65838.23098141806,-1.0,-361.19,0,20,0
301,SPX500_USD,bullish,2024-04-30 00:00:00+00:00,2024-05-06 00:00:00+00:00,5058.4715,5187.708966279978,4969.7428540751,5111.708687554939,1.46,524.36,1,15,0
302,ETH_USD,bullish,2024-04-30 00:00:00+00:00,2024-05-01 00:00:00+00:00,3080.0595434570314,2912.3000402453144,2912.3750402453143,3180.6702453840617,-1.0,-360.16,0,15,0
303,NZD_JPY,bullish,2024-04-30 21:00:00+00:00,2024-05-02 21:00:00+00:00,91.477346,92.53601092481051,90.70351328681876,91.94164562790874,1.37,492.51,1,15,0
304,GBP_JPY,bullish,2024-04-30 21:00:00+00:00,2024-05-02 21:00:00+00:00,191.902634,194.9498908482203,189.77140065650494,193.18137400609706,1.43,514.73,1,20,0
305,CAD_JPY,bullish,2024-04-30 21:00:00+00:00,2024-05-02 21:00:00+00:00,111.96190399999999,113.68069515023474,110.73747318072712,112.69656249156371,1.4,505.35,1,15,0
306,EUR_JPY,bullish,2024-04-30 21:00:00+00:00,2024-05-02 21:00:00+00:00,164.107182,166.7095540624615,162.27962427818326,165.20371663309004,1.42,512.63,1,15,0
307,EUR_JPY,bullish,2024-04-30 21:00:00+00:00,2024-05-02 21:00:00+00:00,164.415074,167.473491383,162.27622254402732,165.69838487358362,1.43,514.78,1,15,0
308,CHF_JPY,bullish,2024-04-30 21:00:00+00:00,2024-05-02 21:00:00+00:00,168.50135799999998,170.73930414407366,167.41291275573002,169.15442514656195,2.06,740.19,1,15,0
309,EUR_USD,bullish,2024-04-30 21:00:00+00:00,2024-05-05 21:00:00+00:00,1.06506116,1.080526433646662,1.058930621759296,1.0687394829444223,2.52,908.16,1,15,0
310,EUR_USD,bullish,2024-04-30 21:00:00+00:00,2024-05-05 21:00:00+00:00,1.06611548,1.0806576838499604,1.058919148776489,1.0704332787341064,2.02,727.48,1,15,0
311,AUD_JPY,bullish,2024-04-30 21:00:00+00:00,2024-05-02 21:00:00+00:00,100.042454,101.85180294685654,98.75620898508087,100.81420100895149,1.41,506.41,1,15,0
312,USD_JPY,bullish,2024-04-30 21:00:00+00:00,2024-05-01 21:00:00+00:00,155.82356,153.53231953876823,153.60731953876822,157.15330427673905,-1.03,-372.18,0,15,0
313,USD_JPY,bullish,2024-04-30 21:00:00+00:00,2024-05-02 21:00:00+00:00,153.64341000000002,155.66585418846384,152.21170748227726,154.50243151063367,1.41,508.54,1,15,0
314,USD_JPY,bullish,2024-04-30 21:00:00+00:00,2024-05-02 21:00:00+00:00,153.75801,155.9374297214307,152.21915694782888,154.68132183130268,1.42,509.85,1,15,0
315,USD_CHF,bullish,2024-05-01 21:00:00+00:00,2024-05-02 21:00:00+00:00,0.9135399,0.906312043391887,0.907062043391887,0.9174266139648677,-1.12,-401.68,0,15,0
316,GBP_NZD,bullish,2024-05-01 21:00:00+00:00,2024-05-02 21:00:00+00:00,2.1034,2.0862294391447573,2.0869794391447574,2.113252336513146,-1.05,-376.44,0,15,0
317,GBP_NZD,bullish,2024-05-01 21:00:00+00:00,2024-05-02 21:00:00+00:00,2.1014,2.086310907777275,2.087060907777275,2.110003455333635,-1.05,-378.83,0,15,0
318,USD_JPY,bullish,2024-05-01 21:00:00+00:00,2024-05-02 21:00:00+00:00,155.82356,153.40122528599906,153.47622528599905,157.23196082840056,-1.03,-371.5,0,15,0
319,NZD_CAD,bearish,2024-05-02 21:00:00+00:00,2024-05-05 21:00:00+00:00,0.8168034,0.8240549947287064,0.8233049947287063,0.8129024431627762,-1.12,-401.53,0,15,0
320,NZD_CAD,bearish,2024-05-02 21:00:00+00:00,2024-05-05 21:00:00+00:00,0.81656,0.8240921379623701,0.8233421379623701,0.8124907172225778,-1.11,-399.81,0,15,0
